name,street,city,age,email,price_issue,quality_issue,service_issue,delivery_issue,description_issue,product_code,quarter
Jane Smith,456 Oak Lane,Riverside,29,jane.smith@example.com,False,False,True,False,False,B,2023-Q2
Alice Johnson,789 Pine Road,Lakeside,42,alice.j@example.com,False,False,False,True,False,C,2023-Q1
Bob Brown,321 Birch Blvd,Mountainview,37,bob.brown@example.com,False,False,False,False,True,D,2022-Q4
Charlie Davis,654 Cedar Court,Hilltop,45,charlie.davis@example.com,True,False,False,False,False,E,2022-Q3
Diana Evans,987 Spruce Street,Riverside,31,diana.evans@example.com,False,True,False,False,False,F,2022-Q2
Evan Green,159 Elm Avenue,Springfield,28,evan.green@example.com,False,False,True,False,False,H,2022-Q1
Fiona Harris,753 Willow Way,Lakeside,39,fiona.harris@example.com,False,False,False,True,False,A,2021-Q4
George King,852 Aspen Drive,Mountainview,50,george.king@example.com,True,False,False,False,False,B,2021-Q3
Hannah Lee,951 Poplar Place,Riverside,33,hannah.lee@example.com,False,True,False,False,False,C,2021-Q2
Ian Moore,147 Cypress Circle,Springfield,36,ian.moore@example.com,False,False,True,False,False,D,2021-Q1
Julia Nelson,258 Redwood Road,Lakeside,41,julia.nelson@example.com,False,False,False,True,False,E,2020-Q4
Kevin Owens,369 Fir Street,Mountainview,38,kevin.owens@example.com,True,False,False,False,False,F,2020-Q3
Laura Perez,741 Hemlock Lane,Riverside,30,laura.perez@example.com,False,True,False,False,False,G,2020-Q2
Michael Quinn,852 Juniper Avenue,Springfield,35,michael.quinn@example.com,False,False,True,False,False,H,2020-Q1
Grace M. Martin,643 Alder Avenue,Hilltop,27,grace.m.martin@example.com,False,True,False,False,False,G,2023-Q4
Greg L. Martin,642 Alder Avenue,Hilltop,28,greg.l.martin@example.com,False,True,False,False,False,G,2023-Q4
Grace L. Martinez,642 Alder Avenue,Hilltop,26,grace.l.martinez@example.com,False,True,False,False,False,G,2023-Q4
Grace L. Martin,644 Alder Avenue,Hilltop,26,grace.l.martin2@example.com,False,True,False,False,False,G,2023-Q4
Grace L. Martin,642 Alder Avenue,Hilltop,26,grace.l.martin@example.org,False,True,False,False,False,G,2023-Q4
John Doe,123 Maple Street,Springfield,34,john.doe@example.com,True,False,False,False,False,A,2023-Q3
Jane Smith,456 Oak Avenue,Rivertown,29,jane.smith@example.com,False,False,True,False,False,B,2023-Q2
Emily Johnson,789 Pine Road,Lakeside,42,emily.johnson@example.com,False,False,False,True,False,C,2023-Q1
Michael Brown,321 Birch Lane,Mountainview,37,michael.brown@example.com,False,False,False,False,True,D,2022-Q4
Sarah Davis,654 Cedar Street,Hilltop,31,sarah.davis@example.com,True,True,False,False,False,E,2022-Q3
David Wilson,987 Elm Avenue,Rivertown,45,david.wilson@example.com,False,True,True,False,False,F,2022-Q2
Laura Moore,159 Spruce Road,Springfield,39,laura.moore@example.com,False,False,False,True,True,H,2022-Q1
James Taylor,753 Willow Lane,Lakeside,50,james.taylor@example.com,True,False,False,False,True,A,2021-Q4
Patricia Anderson,852 Aspen Street,Mountainview,28,patricia.anderson@example.com,False,True,False,True,False,B,2021-Q3
Robert Thomas,951 Poplar Avenue,Hilltop,33,robert.thomas@example.com,True,False,True,False,False,C,2021-Q2
Linda Jackson,357 Fir Road,Rivertown,41,linda.jackson@example.com,False,False,False,True,False,D,2021-Q1
Barbara White,258 Hemlock Lane,Springfield,36,barbara.white@example.com,False,True,False,False,True,E,2020-Q4
William Harris,654 Redwood Street,Lakeside,47,william.harris@example.com,True,False,False,False,False,F,2020-Q3
Elizabeth Martin,951 Cypress Avenue,Mountainview,30,elizabeth.martin@example.com,False,False,True,False,False,G,2020-Q2
Charles Thompson,753 Alder Lane,Hilltop,38,charles.thompson@example.com,False,True,False,True,False,H,2020-Q1
Logan Green,654 Spruce Drive,Meadowville,36,logan.green@example.com,True,False,False,True,False,G,2023-Q3
Logan Blue,654 Spruce Drive,Meadowville,34,logan.blue@example.com,True,False,False,True,False,G,2023-Q3
Logan Red,655 Spruce Drive,Meadowville,35,logan.red2@example.com,True,False,False,True,False,G,2023-Q3
Logan Red,654 Spruce Lane,Meadowville,35,logan.red3@example.com,True,False,False,True,False,G,2023-Q3
Logan Red,654 Spruce Drive,Meadowville,35,logan.red4@example.com,True,False,False,True,False,G,2023-Q3
Avery Smith,123 Oak Street,Springfield,28,avery.smith@example.com,False,True,False,False,True,A,2023-Q1
Jordan Brown,456 Pine Avenue,Rivertown,42,jordan.brown@example.com,True,False,True,False,False,B,2023-Q2
Taylor White,789 Maple Road,Lakeside,31,taylor.white@example.com,False,True,False,True,False,C,2023-Q3
Morgan Black,321 Birch Lane,Hilltop,37,morgan.black@example.com,False,False,True,False,True,D,2023-Q4
Casey Gray,654 Cedar Street,Valleyview,29,casey.gray@example.com,True,True,False,False,False,E,2023-Q1
Jamie Blue,987 Elm Avenue,Riverside,45,jamie.blue@example.com,False,False,True,True,False,F,2023-Q2
Alex Green,159 Spruce Drive,Meadowville,33,alex.green@example.com,True,False,False,True,False,G,2023-Q3
Riley Red,654 Spruce Drive,Meadowville,35,riley.red@example.com,True,False,False,True,False,G,2023-Q3
Jordan White,852 Pine Street,Forestville,39,jordan.white@example.com,False,True,False,False,True,H,2023-Q4
Taylor Black,753 Maple Avenue,Seaside,26,taylor.black@example.com,True,False,True,False,False,A,2023-Q1
Morgan White,951 Birch Road,Mountainview,38,morgan.white@example.com,False,True,False,True,False,B,2023-Q2
Casey Brown,357 Cedar Lane,Valleytown,30,casey.brown@example.com,True,False,False,False,True,C,2023-Q3
Jamie Green,654 Elm Street,Riverside,44,jamie.green@example.com,False,False,True,True,False,D,2023-Q4
Alex Blue,159 Spruce Lane,Meadowville,32,alex.blue@example.com,True,False,False,True,False,E,2023-Q3
Riley Green,654 Spruce Avenue,Meadowville,35,riley.green@example.com,True,False,False,True,False,F,2023-Q3
Olivia T. Smith,6060 Fir Avenue,Springfield,23,olivia.smith@example.com,False,True,False,True,False,B,2023-Q1
Oliver Thompson,6060 Fir Avenue,Springfield,22,oliver.thompson@example.com,False,True,False,True,False,B,2023-Q1
Olivia Thompson,6060 Pine Street,Springfield,22,olivia.thompson2@example.com,False,True,False,True,False,B,2023-Q1
Olivia Thompson,6060 Fir Avenue,Springfield,22,olivia.thompson@example.org,False,True,False,True,False,B,2023-Q1
Olivia Thompson,6060 Fir Avenue,Springfield,22,olivia.t@example.com,False,True,False,True,False,B,2023-Q1
Liam Johnson,123 Maple Street,Rivertown,34,liam.johnson@example.com,True,False,True,False,False,A,2023-Q2
Emma Brown,456 Oak Avenue,Lakeside,29,emma.brown@example.com,False,True,False,False,True,C,2023-Q3
Noah Davis,789 Birch Road,Hilltop,41,noah.davis@example.com,True,True,False,False,False,D,2023-Q4
Sophia Wilson,321 Cedar Lane,Greenfield,27,sophia.wilson@example.com,False,False,True,True,False,E,2023-Q1
James Martinez,654 Spruce Street,Riverbend,36,james.martinez@example.com,True,False,False,True,True,F,2023-Q2
Isabella Garcia,987 Willow Drive,Seaside,30,isabella.garcia@example.com,False,True,True,False,False,G,2023-Q3
Ethan Rodriguez,159 Elm Street,Mountainview,45,ethan.rodriguez@example.com,True,False,False,False,True,H,2023-Q4
Mia Hernandez,753 Aspen Avenue,Valleytown,32,mia.hernandez@example.com,False,False,True,True,False,A,2023-Q1
Alexander Lee,852 Poplar Street,Brookside,38,alexander.lee@example.com,True,True,False,False,False,B,2023-Q2
Charlotte Kim,951 Pine Lane,Lakeside,26,charlotte.kim@example.com,False,False,True,False,True,C,2023-Q3
Michael Clark,147 Redwood Road,Hilltop,40,michael.clark@example.com,True,False,False,True,False,D,2023-Q4
Amelia Lewis,258 Cypress Avenue,Greenfield,31,amelia.lewis@example.com,False,True,True,False,False,E,2023-Q1
Daniel Walker,369 Chestnut Street,Riverbend,37,daniel.walker@example.com,True,False,False,False,True,F,2023-Q2
Ava Hall,741 Maple Lane,Seaside,28,ava.hall@example.com,False,False,True,True,False,G,2023-Q3
Lucas Allen,963 Birch Avenue,Mountainview,42,lucas.allen@example.com,True,True,False,False,False,H,2023-Q4
Hudson Harris,654 Juniper Street,Meadowland,28,hudson.harris@example.com,False,True,False,False,False,F,2021-Q2
Harris Hudson,655 Juniper Street,Meadowland,27,harris.hudson@example.com,False,True,False,False,False,F,2021-Q1
Hudson H. Jr.,654 Juniper St.,Meadowland,27,hudson.h.jr@example.com,False,True,False,False,False,F,2021-Q1
Hudson Harris Sr.,654 Juniper Street,Meadowland,55,hudson.harris.sr@example.com,False,True,False,False,False,F,2021-Q1
H. Harris,654 Juniper Street,Meadowland,27,h.harris@example.com,False,True,False,False,False,F,2021-Q1
Alice Johnson,123 Maple Avenue,Springfield,34,alice.johnson@example.com,True,False,False,False,False,A,2021-Q3
Bob Smith,456 Oak Lane,Rivertown,45,bob.smith@example.com,False,False,True,False,False,B,2021-Q4
Catherine Lee,789 Pine Road,Lakeside,29,catherine.lee@example.com,False,False,False,True,False,C,2022-Q1
David Brown,321 Birch Street,Hilltop,52,david.brown@example.com,False,False,False,False,True,D,2022-Q2
Emily Davis,654 Cedar Avenue,Greenfield,38,emily.davis@example.com,True,False,False,False,False,E,2022-Q3
Franklin White,987 Elm Street,Sunnyvale,41,franklin.white@example.com,False,True,False,False,False,G,2022-Q4
Grace Kim,159 Spruce Lane,Brookside,26,grace.kim@example.com,False,False,True,False,False,H,2023-Q1
Henry Clark,753 Willow Drive,Riverside,47,henry.clark@example.com,True,False,False,False,False,A,2023-Q2
Isabella Martinez,852 Aspen Way,Mountainview,33,isabella.martinez@example.com,False,False,False,True,False,B,2023-Q3
Jack Wilson,951 Poplar Street,Seaside,50,jack.wilson@example.com,False,False,False,False,True,C,2023-Q4
Karen Thompson,147 Cypress Avenue,Valleyview,36,karen.thompson@example.com,True,False,False,False,False,D,2024-Q1
Liam Anderson,258 Redwood Road,Foresthill,39,liam.anderson@example.com,False,True,False,False,False,E,2024-Q2
Mia Robinson,369 Chestnut Street,Clearwater,42,mia.robinson@example.com,False,False,True,False,False,F,2024-Q3
Noah Walker,741 Fir Lane,Woodland,31,noah.walker@example.com,False,False,False,True,False,G,2024-Q4
Olivia Scott,963 Palm Avenue,Baytown,29,olivia.scott@example.com,True,False,False,False,False,H,2025-Q1
Emily White,789 Pine Lane,Greenville,43,emily.white@example.com,False,False,True,False,False,C,2023-Q3
Ethan White,789 Pine Lane,Greenville,40,ethan.white@example.com,False,False,True,False,False,C,2023-Q3
Emma W.,789 Pine Lane,Greenville,42,emma.w@example.com,False,False,True,False,False,C,2023-Q3
Evan White,789 Pine Lane,Greenville,45,evan.white@example.com,False,False,True,False,False,C,2023-Q3
Ella White,789 Pine Lane,Greenville,39,ella.white@example.com,False,False,True,False,False,C,2023-Q3
John Doe,123 Elm Street,Springfield,30,john.doe@example.com,True,False,False,False,False,A,2023-Q1
Jane Smith,456 Oak Avenue,Rivertown,28,jane.smith@example.com,False,True,False,False,False,B,2023-Q2
Michael Brown,789 Maple Drive,Lakeside,35,michael.brown@example.com,False,False,False,True,False,D,2023-Q3
Sarah Johnson,321 Birch Road,Hilltop,45,sarah.johnson@example.com,False,False,False,False,True,E,2023-Q4
David Wilson,654 Cedar Lane,Valleyview,50,david.wilson@example.com,True,True,False,False,False,F,2023-Q1
Laura Martinez,987 Spruce Street,Riverside,38,laura.martinez@example.com,False,False,True,True,False,G,2023-Q2
James Lee,159 Pine Avenue,Seaside,29,james.lee@example.com,False,True,True,False,False,H,2023-Q3
Patricia Kim,753 Willow Way,Mountainview,33,patricia.kim@example.com,True,False,False,True,False,A,2023-Q4
Robert Clark,852 Aspen Circle,Forestville,41,robert.clark@example.com,False,True,False,True,False,B,2023-Q1
Linda Lewis,951 Redwood Drive,Brookside,36,linda.lewis@example.com,False,False,True,False,True,C,2023-Q2
Kevin Walker,147 Cypress Lane,Meadowland,47,kevin.walker@example.com,True,False,True,False,False,D,2023-Q3
Nancy Hall,258 Fir Street,Woodland,32,nancy.hall@example.com,False,True,False,False,True,E,2023-Q4
Steven Young,369 Poplar Avenue,Clearwater,44,steven.young@example.com,True,False,False,True,False,F,2023-Q1
Karen Scott,741 Hemlock Road,Sunnyvale,39,karen.scott@example.com,False,True,True,False,False,G,2023-Q2
Brian Adams,963 Juniper Lane,Greenfield,31,brian.adams@example.com,False,False,False,True,True,H,2023-Q3
Olivia Johnson,456 Pine Lane,Lakeside,28,olivia.johnson@example.com,False,False,True,False,False,C,2022-Q3
Ethan Smith,789 Oak Street,Lakeside,30,ethan.smith@example.com,False,False,True,False,False,C,2022-Q2
Sophia Smith,456 Pine Lane,Lakeside,25,sophia.smith@example.com,False,False,True,False,False,C,2022-Q2
Olivia Brown,123 Maple Avenue,Lakeside,27,olivia.brown@example.com,False,False,True,False,False,C,2022-Q2
Liam Smith,456 Pine Lane,Lakeside,29,liam.smith@example.com,False,False,True,False,False,C,2022-Q2
Emma Davis,789 Birch Road,Riverside,34,emma.davis@example.com,True,False,False,False,False,A,2023-Q1
Noah Wilson,321 Cedar Street,Hilltop,40,noah.wilson@example.com,False,True,False,False,False,B,2023-Q2
Ava Martinez,654 Elm Street,Brookside,22,ava.martinez@example.com,False,False,False,True,False,D,2023-Q3
James Anderson,987 Spruce Lane,Lakeside,45,james.anderson@example.com,False,False,False,False,True,E,2023-Q4
Mia Thompson,159 Willow Drive,Riverside,31,mia.thompson@example.com,True,False,False,False,False,F,2022-Q4
Lucas White,753 Aspen Way,Hilltop,37,lucas.white@example.com,False,True,False,False,False,G,2023-Q1
Isabella Harris,246 Poplar Street,Brookside,29,isabella.harris@example.com,False,False,False,True,False,H,2023-Q2
Mason Clark,369 Pine Lane,Lakeside,33,mason.clark@example.com,True,False,False,False,False,A,2023-Q3
Sophia Lewis,852 Maple Avenue,Riverside,26,sophia.lewis@example.com,False,True,False,False,False,B,2023-Q4
Benjamin Walker,147 Birch Road,Hilltop,42,benjamin.walker@example.com,False,False,False,False,True,C,2022-Q1
Charlotte Hall,258 Cedar Street,Brookside,35,charlotte.hall@example.com,True,False,False,False,False,D,2022-Q2
Elijah Young,369 Spruce Lane,Lakeside,38,elijah.young@example.com,False,True,False,False,False,E,2022-Q3
Amelia King,951 Willow Drive,Riverside,28,amelia.king@example.com,False,False,False,True,False,F,2022-Q4
Logan Scott,753 Aspen Way,Hilltop,36,logan.scott@example.com,True,False,False,False,False,G,2023-Q1
Harper Green,159 Poplar Street,Brookside,32,harper.green@example.com,False,False,False,False,True,H,2023-Q2
Emily Anderson,1111 Maple Street,Springfield,27,emily.anderson@example.com,False,False,True,False,False,G,2020-Q3
Michael Anderson,1111 Maple Street,Springfield,31,michael.anderson@example.com,False,True,False,False,False,G,2020-Q4
Sarah Anderson,1111 Maple Street,Springfield,25,sarah.anderson@example.com,False,False,True,False,False,G,2021-Q1
James Anderson,1111 Maple Street,Springfield,33,james.anderson@example.com,False,False,True,False,False,G,2021-Q2
Anna Anderson,1111 Maple Street,Springfield,28,anna.anderson@example.com,False,False,True,False,False,G,2021-Q3
John Smith,2222 Oak Avenue,Rivertown,45,john.smith@example.com,True,False,False,False,False,A,2020-Q1
Jane Doe,3333 Pine Lane,Lakeside,34,jane.doe@example.com,False,True,False,False,False,B,2020-Q2
Robert Brown,4444 Birch Road,Hilltop,52,robert.brown@example.com,False,False,False,True,False,C,2020-Q3
Linda Green,5555 Cedar Street,Valleyview,29,linda.green@example.com,False,False,False,False,True,D,2020-Q4
David White,6666 Elm Avenue,Mountainville,40,david.white@example.com,True,False,False,False,False,E,2021-Q1
Susan Black,7777 Spruce Drive,Seaside,37,susan.black@example.com,False,True,False,False,False,F,2021-Q2
Kevin Blue,8888 Willow Way,Riverside,50,kevin.blue@example.com,False,False,False,True,False,H,2021-Q3
Laura Red,9999 Ash Court,Forestville,42,laura.red@example.com,True,False,False,False,False,A,2021-Q4
Tom Yellow,1010 Maple Street,Springfield,36,tom.yellow@example.com,False,True,False,False,False,B,2022-Q1
Nancy Purple,2020 Oak Avenue,Rivertown,48,nancy.purple@example.com,False,False,False,True,False,C,2022-Q2
Patricia M. Taylor,987 Spruce Drive,Springfield,54,patricia.m.taylor@example.com,False,True,True,False,False,G,2023-Q2
Patrick L. Taylor,987 Spruce Drive,Springfield,53,patrick.l.taylor@example.com,False,True,False,True,False,G,2023-Q2
Patricia L. Johnson,123 Oak Lane,Springfield,53,patricia.l.johnson@example.com,False,True,True,True,False,G,2023-Q2
Patricia L. Taylor,987 Spruce Drive,Springfield,53,patricia.l.taylor2@example.com,True,True,True,True,False,G,2023-Q2
Patricia L. Taylor,987 Spruce Drive,Springfield,53,patricia.l.taylor@example.com,False,False,True,True,True,G,2023-Q2
John D. Smith,456 Maple Street,Rivertown,45,john.d.smith@example.com,True,False,False,True,False,A,2023-Q1
Emily R. Brown,789 Pine Avenue,Lakeside,32,emily.r.brown@example.com,False,True,False,False,True,B,2023-Q3
Michael T. Green,321 Birch Road,Hilltop,60,michael.t.green@example.com,True,True,False,False,False,C,2022-Q4
Sarah K. White,654 Cedar Lane,Valleyview,28,sarah.k.white@example.com,False,False,True,True,False,D,2023-Q2
David L. Black,987 Elm Street,Seaside,39,david.l.black@example.com,True,False,True,False,True,E,2023-Q1
Laura J. Blue,123 Willow Way,Mountainview,47,laura.j.blue@example.com,False,True,True,False,False,F,2023-Q3
James P. Red,456 Aspen Court,Riverside,52,james.p.red@example.com,True,False,False,True,True,H,2023-Q2
Anna L. Yellow,789 Cherry Circle,Forestville,36,anna.l.yellow@example.com,False,True,False,True,False,A,2023-Q1
Robert C. Orange,321 Poplar Drive,Lakeside,41,robert.c.orange@example.com,True,True,True,False,False,B,2023-Q4
Jessica N. Purple,654 Spruce Avenue,Hilltop,29,jessica.n.purple@example.com,False,False,True,False,True,C,2023-Q3
William O. Pink,987 Maple Lane,Valleyview,55,william.o.pink@example.com,True,False,False,True,False,D,2023-Q2
Olivia P. Gray,123 Oak Street,Seaside,34,olivia.p.gray@example.com,False,True,True,False,True,E,2023-Q1
Henry Q. Cyan,456 Birch Boulevard,Mountainview,48,henry.q.cyan@example.com,True,False,True,True,False,F,2023-Q4
Sophia R. Magenta,789 Pine Street,Riverside,31,sophia.r.magenta@example.com,False,True,False,True,False,H,2023-Q3
Sophia W. Wilson,404 Pine Road,Lakeview,42,sophia.wilson2@example.com,False,False,True,False,True,C,2023-Q3
Sophie Wilson,405 Pine Road,Lakeview,41,sophie.wilson@example.com,False,False,True,False,True,C,2023-Q3
Sophia Wilson,404 Pine Road,Lakeview,42,sophia.wilson3@example.com,False,True,True,False,False,C,2023-Q3
Sophia Wilson,404 Pine Road,Lakeview,42,sophia.wilson4@example.com,True,False,True,False,True,C,2023-Q3
Sophia Wilson,404 Pine Road,Lakeview,42,sophia.wilson5@example.com,False,False,True,True,True,C,2023-Q3
John Doe,123 Elm Street,Springfield,35,john.doe@example.com,True,False,False,False,False,A,2023-Q1
Jane Smith,456 Oak Avenue,Riverside,28,jane.smith@example.com,False,True,False,True,False,B,2023-Q2
Michael Brown,789 Maple Lane,Hilltop,50,michael.brown@example.com,False,False,True,False,False,D,2023-Q3
Emily Davis,321 Birch Boulevard,Meadowfield,45,emily.davis@example.com,True,True,False,False,False,E,2023-Q4
Chris Johnson,654 Cedar Court,Brookside,30,chris.johnson@example.com,False,False,False,True,True,F,2023-Q1
Patricia Lee,987 Spruce Drive,Lakeside,38,patricia.lee@example.com,True,False,True,False,False,G,2023-Q2
Robert Martinez,159 Pine Street,Greenfield,60,robert.martinez@example.com,False,True,False,False,True,H,2023-Q3
Linda Thompson,753 Willow Way,Sunnyvale,29,linda.thompson@example.com,True,False,False,True,False,A,2023-Q4
James White,852 Aspen Alley,Ridgewood,33,james.white@example.com,False,True,True,False,False,B,2023-Q1
Barbara Harris,951 Poplar Place,Cedarville,47,barbara.harris@example.com,False,False,False,True,True,C,2023-Q2
William Clark,147 Fir Lane,Mapleton,52,william.clark@example.com,True,True,False,False,False,D,2023-Q3
Elizabeth Lewis,258 Hemlock Road,Pinehurst,40,elizabeth.lewis@example.com,False,False,True,True,False,E,2023-Q4
David Walker,369 Cypress Circle,Oakwood,55,david.walker@example.com,True,False,False,False,True,F,2023-Q1
Susan Hall,741 Redwood Row,Elmwood,36,susan.hall@example.com,False,True,False,True,False,G,2023-Q2
Kevin Young,963 Sequoia Street,Forestville,44,kevin.young@example.com,False,False,True,False,True,H,2023-Q3
Jane Smith,123 Elm Street,Maple Town,32,jane.smith@example.com,False,True,False,False,False,A,2021-Q2
John Smith Jr.,123 Elm Street,Maple Town,36,john.smith.jr@example.com,True,False,True,False,False,A,2021-Q3
Joan Smith,124 Elm Street,Maple Town,34,joan.smith@example.com,False,False,False,True,False,A,2021-Q1
Jack Smith,125 Elm Street,Maple Town,30,jack.smith@example.com,False,False,False,False,True,A,2021-Q4
Jill Smith,126 Elm Street,Maple Town,28,jill.smith@example.com,True,True,False,False,False,A,2021-Q1
Alice Johnson,789 Oak Avenue,Pine City,45,alice.johnson@example.com,False,False,True,False,False,B,2022-Q1
Bob Brown,456 Maple Lane,Cedar Town,29,bob.brown@example.com,True,False,False,False,False,C,2022-Q2
Charlie Davis,321 Birch Road,Spruce Village,38,charlie.davis@example.com,False,True,False,False,False,D,2022-Q3
Diana Evans,654 Pine Street,Fir City,50,diana.evans@example.com,False,False,False,True,False,E,2022-Q4
Evan Foster,987 Cedar Avenue,Maple Town,41,evan.foster@example.com,False,False,False,False,True,F,2023-Q1
Fiona Green,123 Spruce Lane,Oak City,27,fiona.green@example.com,True,False,False,False,False,G,2023-Q2
George Harris,456 Fir Road,Birch Town,33,george.harris@example.com,False,True,False,False,False,H,2023-Q3
Hannah Ingram,789 Maple Street,Cedar City,36,hannah.ingram@example.com,False,False,True,False,False,A,2023-Q4
Ian Jackson,321 Oak Avenue,Pine Town,39,ian.jackson@example.com,True,False,False,False,False,B,2021-Q1
Julia King,654 Birch Lane,Spruce City,42,julia.king@example.com,False,True,False,False,False,C,2021-Q2
Kevin Lewis,987 Pine Road,Fir Town,31,kevin.lewis@example.com,False,False,False,True,False,D,2021-Q3
Laura Martin,123 Cedar Avenue,Maple Town,29,laura.martin@example.com,False,False,False,False,True,E,2021-Q4
Michael Nelson,456 Spruce Street,Oak Town,35,michael.nelson@example.com,True,False,False,False,False,F,2022-Q1
Nina Owens,789 Fir Lane,Birch City,40,nina.owens@example.com,False,True,False,False,False,G,2022-Q2
Oscar Perez,321 Maple Road,Cedar Village,37,oscar.perez@example.com,False,False,True,False,False,H,2022-Q3
Jane Doe,123 Elm Street,Springfield,30,jane.doe@example.com,False,True,False,False,False,C,2023-Q2
Jake Doe,123 Elm Street,Springfield,26,jake.doe@example.com,True,False,True,False,False,C,2023-Q2
Jill Doe,123 Elm Street,Springfield,32,jill.doe@example.com,False,False,False,True,False,C,2023-Q2
James Doe,123 Elm Street,Springfield,29,james.doe@example.com,False,False,False,False,True,C,2023-Q2
Jenny Doe,123 Elm Street,Springfield,27,jenny.doe@example.com,True,True,False,False,False,C,2023-Q2
Alice Smith,456 Oak Avenue,Rivertown,34,alice.smith@example.com,False,True,False,False,False,A,2023-Q1
Bob Johnson,789 Pine Road,Lakeside,40,bob.johnson@example.com,True,False,False,False,False,B,2023-Q3
Charlie Brown,321 Maple Street,Hilltown,22,charlie.brown@example.com,False,False,True,False,False,D,2023-Q4
Diana Prince,654 Birch Lane,Metropolis,29,diana.prince@example.com,False,False,False,True,False,E,2022-Q4
Evan Wright,987 Cedar Court,Gotham,36,evan.wright@example.com,False,False,False,False,True,F,2021-Q2
Fiona Green,159 Spruce Drive,Star City,31,fiona.green@example.com,True,False,False,False,False,G,2020-Q3
George Black,753 Willow Way,Central City,45,george.black@example.com,False,True,False,False,False,H,2023-Q2
Hannah White,852 Aspen Circle,Coastline,38,hannah.white@example.com,False,False,True,False,False,A,2022-Q1
Ian Blue,951 Redwood Terrace,Mountainview,27,ian.blue@example.com,False,False,False,True,False,B,2021-Q4
Julia Red,147 Cypress Lane,Riverbend,33,julia.red@example.com,False,False,False,False,True,C,2020-Q2
Kevin Orange,258 Palm Street,Sunnyvale,41,kevin.orange@example.com,True,False,False,False,False,D,2023-Q1
Laura Purple,369 Fir Avenue,Rainy City,24,laura.purple@example.com,False,True,False,False,False,E,2022-Q3
Michael Yellow,741 Poplar Street,Windy Town,39,michael.yellow@example.com,False,False,True,False,False,F,2021-Q1
Nina Pink,963 Cherry Lane,Foggy Bottom,28,nina.pink@example.com,False,False,False,True,False,G,2020-Q4
Oscar Gray,357 Elmwood Drive,Sunset Valley,35,oscar.gray@example.com,False,False,False,False,True,H,2023-Q3
Michael Green,456 Pine Avenue,Lakeside,32,michael.green@example.com,False,True,False,False,False,B,2023-Q2
Sarah Green,456 Pine Avenue,Lakeside,27,sarah.green@example.com,False,True,False,False,False,B,2023-Q2
Linda Brown,789 Oak Street,Lakeside,29,linda.brown@example.com,False,True,False,False,False,B,2023-Q2
Linda Green,123 Maple Drive,Lakeside,29,linda.green2@example.com,False,True,False,False,False,B,2023-Q2
Linda Green,456 Pine Avenue,Lakeside,30,linda.green3@example.com,False,True,False,False,False,B,2023-Q2
John Smith,123 Elm Street,Riverside,45,john.smith@example.com,True,False,False,False,False,A,2023-Q1
Emily Johnson,789 Birch Lane,Hilltop,34,emily.johnson@example.com,False,False,True,False,False,C,2023-Q3
Robert Brown,456 Cedar Avenue,Lakeside,52,robert.brown@example.com,False,False,False,True,False,D,2023-Q2
Jessica White,321 Spruce Street,Meadowville,29,jessica.white@example.com,False,False,False,False,True,E,2023-Q4
David Black,654 Pine Avenue,Lakeside,38,david.black@example.com,True,False,False,False,False,F,2023-Q2
Sophia Blue,987 Willow Road,Hilltop,41,sophia.blue@example.com,False,True,False,False,False,G,2023-Q1
James Red,159 Oak Avenue,Riverside,36,james.red@example.com,False,False,True,False,False,H,2023-Q3
Olivia Green,753 Maple Drive,Meadowville,28,olivia.green@example.com,False,False,False,True,False,A,2023-Q4
Liam Yellow,852 Birch Lane,Riverside,33,liam.yellow@example.com,True,False,False,False,False,B,2023-Q2
Emma Purple,951 Cedar Avenue,Hilltop,47,emma.purple@example.com,False,True,False,False,False,C,2023-Q1
Noah Orange,357 Spruce Street,Meadowville,39,noah.orange@example.com,False,False,False,True,False,D,2023-Q3
Ava Pink,258 Elm Street,Riverside,31,ava.pink@example.com,False,False,True,False,False,E,2023-Q4
William Gray,654 Willow Road,Hilltop,50,william.gray@example.com,True,False,False,False,False,F,2023-Q2
Isabella Violet,951 Oak Avenue,Meadowville,42,isabella.violet@example.com,False,True,False,False,False,G,2023-Q1
Lucas Brown,357 Maple Drive,Riverside,37,lucas.brown@example.com,False,False,False,True,False,H,2023-Q3
Liam Cyan,963 Juniper Junction,Lakeside,28,liam.cyan@example.com,False,True,False,False,False,F,2023-Q2
Noah Cyan,963 Juniper Junction,Lakeside,30,noah.cyan@example.com,False,False,True,True,False,F,2023-Q2
Ava Cyan,963 Juniper Junction,Lakeside,25,ava.cyan@example.com,True,False,False,False,False,F,2023-Q2
Sophia Cyan,963 Juniper Junction,Lakeside,27,sophia.cyan@example.com,False,False,True,False,True,F,2023-Q2
Olivia Cyan,963 Juniper Junction,Lakeside,29,olivia.cyan@example.com,False,False,True,False,False,F,2023-Q2
Ethan Green,123 Maple Street,Springfield,34,ethan.green@example.com,True,False,False,False,False,A,2023-Q1
Emma Brown,456 Oak Avenue,Rivertown,40,emma.brown@example.com,False,True,False,False,False,B,2023-Q3
James White,789 Pine Road,Hilltop,29,james.white@example.com,False,False,True,False,False,C,2023-Q4
Isabella Black,321 Birch Lane,Seaside,22,isabella.black@example.com,False,False,False,True,False,D,2022-Q4
Lucas Gray,654 Cedar Court,Mountainview,31,lucas.gray@example.com,False,False,False,False,True,E,2023-Q2
